number,incident_state,reassignment_count,reopen_count,made_sla,caller_id,opened_by,opened_at,contact_type,location,category,subcategory,u_symptom,impact,urgency,priority,assignment_group,assigned_to,knowledge,resolved_by,resolved_at
INC0002772,Resolved,0,0,True,Caller 4980,Opened by  512,2016-03-04 22:21:00,Phone,Location 204,Category 45,Subcategory 88,Symptom 486,3 - Low,3 - Low,3 - Moderate,Group 31,Resolver 239,True,Resolved by 218,2016-03-04 22:35:00
INC0002772,Active,0,0,True,Caller 4980,Opened by  512,2016-03-04 22:21:00,Phone,Location 204,Category 45,Subcategory 88,Symptom 486,3 - Low,3 - Low,3 - Moderate,Group 31,Resolver 239,True,Resolved by 218,2016-03-04 22:35:00
INC0002780,Closed,8,0,False,Caller 5553,Opened by  305,2016-03-04 23:30:00,Phone,Location 143,Category 42,Subcategory 31,Unknown,2 - Medium,1 - High,2 - High,Group 39,Resolver 99,True,Resolved by 89,2016-03-11 16:19:00
INC0002780,Resolved,8,0,True,Caller 5553,Opened by  305,2016-03-04 23:30:00,Phone,Location 143,Category 42,Subcategory 31,Unknown,2 - Medium,1 - High,2 - High,Group 39,Resolver 99,True,Resolved by 89,2016-03-11 16:19:00
INC0002780,Active,8,0,True,Caller 5553,Opened by  305,2016-03-04 23:30:00,Phone,Location 143,Category 42,Subcategory 31,Unknown,2 - Medium,1 - High,2 - High,Group 39,Unknown,True,Resolved by 89,2016-03-11 16:19:00
INC0002780,Active,7,0,True,Caller 5553,Opened by  305,2016-03-04 23:30:00,Phone,Location 143,Category 42,Subcategory 31,Unknown,2 - Medium,1 - High,2 - High,Group 70,Unknown,True,Resolved by 89,2016-03-11 16:19:00
INC0002780,Active,6,0,True,Caller 5553,Opened by  305,2016-03-04 23:30:00,Phone,Location 143,Category 42,Subcategory 31,Unknown,2 - Medium,1 - High,2 - High,Group 3,Unknown,True,Resolved by 89,2016-03-11 16:19:00
INC0002780,Active,5,0,True,Caller 5553,Opened by  305,2016-03-04 23:30:00,Phone,Location 143,Category 42,Subcategory 174,Unknown,2 - Medium,1 - High,2 - High,Group 70,Unknown,True,Resolved by 89,2016-03-11 16:19:00
INC0002780,Active,4,0,True,Caller 5553,Opened by  305,2016-03-04 23:30:00,Phone,Location 143,Category 44,Subcategory 54,Unknown,2 - Medium,1 - High,2 - High,Group 10,Unknown,True,Resolved by 89,2016-03-11 16:19:00
INC0002780,Active,3,0,True,Caller 5553,Opened by  305,2016-03-04 23:30:00,Phone,Location 143,Category 44,Subcategory 54,Unknown,2 - Medium,1 - High,2 - High,Group 39,Unknown,True,Resolved by 89,2016-03-11 16:19:00
INC0002780,Awaiting User Info,3,0,True,Caller 5553,Opened by  305,2016-03-04 23:30:00,Phone,Location 143,Category 44,Subcategory 54,Unknown,2 - Medium,1 - High,2 - High,Group 39,Unknown,True,Resolved by 89,2016-03-11 16:19:00
INC0002780,Awaiting User Info,2,0,True,Caller 5553,Opened by  305,2016-03-04 23:30:00,Phone,Location 143,Category 44,Subcategory 54,Unknown,2 - Medium,1 - High,2 - High,Group 70,Resolver 150,True,Resolved by 89,2016-03-11 16:19:00
INC0002780,Active,2,0,True,Caller 5553,Opened by  305,2016-03-04 23:30:00,Phone,Location 143,Category 44,Subcategory 54,Unknown,2 - Medium,1 - High,2 - High,Group 70,Resolver 150,True,Resolved by 89,2016-03-11 16:19:00
INC0002780,New,2,0,True,Caller 5553,Opened by  305,2016-03-04 23:30:00,Phone,Location 143,Category 44,Subcategory 54,Unknown,2 - Medium,1 - High,2 - High,Group 70,Resolver 99,True,Resolved by 89,2016-03-11 16:19:00
INC0002780,New,1,0,True,Caller 5553,Opened by  305,2016-03-04 23:30:00,Phone,Location 143,Category 44,Subcategory 54,Unknown,2 - Medium,1 - High,2 - High,Group 39,Resolver 99,True,Resolved by 89,2016-03-11 16:19:00
INC0002780,New,0,0,True,Caller 5553,Opened by  305,2016-03-04 23:30:00,Phone,Location 143,Category 44,Subcategory 54,Unknown,2 - Medium,1 - High,2 - High,Group 5,Resolver 99,True,Resolved by 89,2016-03-11 16:19:00
INC0002789,Closed,1,0,False,Caller 3434,Opened by  8,2016-03-05 02:47:00,Phone,Location 161,Category 45,Subcategory 223,Unknown,2 - Medium,1 - High,2 - High,Group 55,Resolver 214,True,Resolved by 195,2016-03-07 10:09:00
INC0002789,Resolved,1,0,True,Caller 3434,Opened by  8,2016-03-05 02:47:00,Phone,Location 161,Category 45,Subcategory 223,Unknown,2 - Medium,1 - High,2 - High,Group 55,Resolver 214,True,Resolved by 195,2016-03-07 10:09:00
INC0002789,New,1,0,True,Caller 3434,Opened by  8,2016-03-05 02:47:00,Phone,Location 161,Category 45,Subcategory 223,Unknown,2 - Medium,1 - High,2 - High,Group 55,Resolver 214,True,Resolved by 195,2016-03-07 10:09:00
INC0002789,New,0,0,True,Caller 3434,Opened by  8,2016-03-05 02:47:00,Phone,Location 161,Category 45,Subcategory 223,Unknown,2 - Medium,1 - High,2 - High,Group 70,Resolver 214,True,Resolved by 195,2016-03-07 10:09:00
INC0002804,Closed,6,0,False,Caller 1647,Opened by  8,2016-03-05 05:24:00,Phone,Location 161,Category 45,Subcategory 223,Symptom 240,1 - High,2 - Medium,2 - High,Group 70,Resolver 13,True,Resolved by 11,2016-03-30 14:27:00
INC0002804,Resolved,6,0,True,Caller 1647,Opened by  8,2016-03-05 05:24:00,Phone,Location 161,Category 45,Subcategory 223,Symptom 240,1 - High,2 - Medium,2 - High,Group 70,Resolver 13,True,Resolved by 11,2016-03-30 14:27:00
INC0002804,Awaiting User Info,6,0,True,Caller 1647,Opened by  8,2016-03-05 05:24:00,Phone,Location 161,Category 45,Subcategory 223,Symptom 240,1 - High,2 - Medium,2 - High,Group 70,Unknown,True,Resolved by 11,2016-03-30 14:27:00
INC0002804,Awaiting User Info,5,0,True,Caller 1647,Opened by  8,2016-03-05 05:24:00,Phone,Location 161,Category 45,Subcategory 223,Symptom 240,1 - High,2 - Medium,2 - High,Group 55,Unknown,True,Resolved by 11,2016-03-30 14:27:00
INC0002804,Awaiting User Info,4,0,True,Caller 1647,Opened by  8,2016-03-05 05:24:00,Phone,Location 161,Category 45,Subcategory 223,Symptom 240,1 - High,2 - Medium,2 - High,Unknown,Unknown,True,Resolved by 11,2016-03-30 14:27:00
INC0002804,Awaiting User Info,3,0,True,Caller 1647,Opened by  8,2016-03-05 05:24:00,Phone,Location 161,Category 45,Subcategory 223,Symptom 240,1 - High,2 - Medium,2 - High,Group 70,Unknown,True,Resolved by 11,2016-03-30 14:27:00
INC0002804,Active,3,0,True,Caller 1647,Opened by  8,2016-03-05 05:24:00,Phone,Location 161,Category 45,Subcategory 223,Symptom 240,1 - High,2 - Medium,2 - High,Group 70,Unknown,True,Resolved by 11,2016-03-30 14:27:00
INC0002804,Active,2,0,True,Caller 1647,Opened by  8,2016-03-05 05:24:00,Phone,Location 161,Category 45,Subcategory 223,Symptom 240,1 - High,2 - Medium,2 - High,Group 56,Unknown,True,Resolved by 11,2016-03-30 14:27:00
INC0002804,Active,1,0,True,Caller 1647,Opened by  8,2016-03-05 05:24:00,Phone,Location 161,Category 45,Subcategory 223,Symptom 240,1 - High,2 - Medium,2 - High,Group 70,Resolver 13,True,Resolved by 11,2016-03-30 14:27:00
INC0002804,New,1,0,True,Caller 1647,Opened by  8,2016-03-05 05:24:00,Phone,Location 161,Category 45,Subcategory 223,Symptom 240,1 - High,2 - Medium,2 - High,Group 70,Unknown,True,Resolved by 11,2016-03-30 14:27:00
INC0002804,New,0,0,True,Caller 1647,Opened by  8,2016-03-05 05:24:00,Phone,Location 161,Category 45,Subcategory 223,Symptom 240,1 - High,2 - Medium,2 - High,Group 3,Unknown,True,Resolved by 11,2016-03-30 14:27:00
INC0002808,Closed,6,0,True,Caller 1589,Opened by  131,2016-03-05 06:58:00,Phone,Location 143,Category 9,Subcategory 164,Symptom 4,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 26,True,Resolved by 24,2016-03-18 19:04:00
INC0002808,Resolved,6,0,True,Caller 1589,Opened by  131,2016-03-05 06:58:00,Phone,Location 143,Category 9,Subcategory 164,Symptom 4,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 26,True,Resolved by 24,2016-03-18 19:04:00
INC0002808,Active,6,0,True,Caller 1589,Opened by  131,2016-03-05 06:58:00,Phone,Location 143,Category 9,Subcategory 164,Symptom 4,3 - Low,3 - Low,3 - Moderate,Group 70,Unknown,True,Resolved by 24,2016-03-18 19:04:00
INC0002808,Active,5,0,True,Caller 1589,Opened by  131,2016-03-05 06:58:00,Phone,Location 143,Category 9,Subcategory 164,Symptom 4,3 - Low,3 - Low,3 - Moderate,Group 20,Unknown,True,Resolved by 24,2016-03-18 19:04:00
INC0002808,Active,4,0,True,Caller 1589,Opened by  131,2016-03-05 06:58:00,Phone,Location 143,Category 9,Subcategory 164,Symptom 4,3 - Low,3 - Low,3 - Moderate,Group 70,Unknown,True,Resolved by 24,2016-03-18 19:04:00
INC0002808,Active,3,0,True,Caller 1589,Opened by  131,2016-03-05 06:58:00,Phone,Location 143,Category 9,Subcategory 164,Symptom 4,3 - Low,3 - Low,3 - Moderate,Group 28,Unknown,True,Resolved by 24,2016-03-18 19:04:00
INC0002808,Active,2,0,True,Caller 1589,Opened by  131,2016-03-05 06:58:00,Phone,Location 143,Category 9,Subcategory 164,Symptom 4,3 - Low,3 - Low,3 - Moderate,Group 20,Unknown,True,Resolved by 24,2016-03-18 19:04:00
INC0002808,Active,1,0,True,Caller 1589,Opened by  131,2016-03-05 06:58:00,Phone,Location 143,Category 9,Subcategory 164,Symptom 4,3 - Low,3 - Low,3 - Moderate,Unknown,Unknown,True,Resolved by 24,2016-03-18 19:04:00
INC0002808,Active,0,0,True,Caller 1589,Opened by  131,2016-03-05 06:58:00,Phone,Location 143,Category 9,Subcategory 164,Symptom 4,3 - Low,3 - Low,3 - Moderate,Group 70,Unknown,True,Resolved by 24,2016-03-18 19:04:00
INC0002808,New,0,0,True,Caller 1589,Opened by  131,2016-03-05 06:58:00,Phone,Location 143,Category 9,Subcategory 164,Symptom 4,3 - Low,3 - Low,3 - Moderate,Group 70,Unknown,True,Resolved by 24,2016-03-18 19:04:00
INC0002810,Closed,5,0,True,Caller 2300,Opened by  131,2016-03-05 07:32:00,Phone,Location 51,Category 45,Subcategory 200,Symptom 607,3 - Low,3 - Low,3 - Moderate,Group 30,Resolver 201,True,Resolved by 183,2016-03-09 10:34:00
INC0002810,Resolved,5,0,True,Caller 2300,Opened by  131,2016-03-05 07:32:00,Phone,Location 51,Category 45,Subcategory 200,Symptom 607,3 - Low,3 - Low,3 - Moderate,Group 30,Resolver 201,True,Resolved by 183,2016-03-09 10:34:00
INC0002810,Awaiting User Info,5,0,True,Caller 2300,Opened by  131,2016-03-05 07:32:00,Phone,Location 51,Category 45,Subcategory 200,Symptom 607,3 - Low,3 - Low,3 - Moderate,Group 30,Resolver 201,True,Resolved by 183,2016-03-09 10:34:00
INC0002810,New,5,0,True,Caller 2300,Opened by  131,2016-03-05 07:32:00,Phone,Location 51,Category 45,Subcategory 200,Symptom 607,3 - Low,3 - Low,3 - Moderate,Group 30,Resolver 201,True,Resolved by 183,2016-03-09 10:34:00
INC0002810,New,4,0,True,Caller 2300,Opened by  131,2016-03-05 07:32:00,Phone,Location 51,Category 45,Subcategory 200,Symptom 607,3 - Low,3 - Low,3 - Moderate,Group 20,Resolver 201,True,Resolved by 183,2016-03-09 10:34:00
INC0002810,New,3,0,True,Caller 2300,Opened by  131,2016-03-05 07:32:00,Phone,Location 51,Category 45,Subcategory 200,Symptom 607,3 - Low,3 - Low,3 - Moderate,Group 55,Resolver 201,True,Resolved by 183,2016-03-09 10:34:00
INC0002810,New,2,0,True,Caller 2300,Opened by  131,2016-03-05 07:32:00,Phone,Location 51,Category 45,Subcategory 200,Symptom 607,3 - Low,3 - Low,3 - Moderate,Group 20,Resolver 201,True,Resolved by 183,2016-03-09 10:34:00
INC0002810,New,1,0,True,Caller 2300,Opened by  131,2016-03-05 07:32:00,Phone,Location 51,Category 45,Subcategory 200,Symptom 607,3 - Low,3 - Low,3 - Moderate,Group 55,Resolver 201,True,Resolved by 183,2016-03-09 10:34:00
INC0002810,New,0,0,True,Caller 2300,Opened by  131,2016-03-05 07:32:00,Phone,Location 51,Category 45,Subcategory 200,Symptom 607,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 201,True,Resolved by 183,2016-03-09 10:34:00
INC0002814,Closed,1,0,True,Caller 5281,Opened by  131,2016-03-05 09:47:00,Phone,Location 161,Category 45,Subcategory 200,Symptom 607,3 - Low,3 - Low,3 - Moderate,Group 57,Resolver 101,True,Resolved by 91,2016-03-07 11:17:00
INC0002814,Resolved,1,0,True,Caller 5281,Opened by  131,2016-03-05 09:47:00,Phone,Location 161,Category 45,Subcategory 200,Symptom 607,3 - Low,3 - Low,3 - Moderate,Group 57,Resolver 101,True,Resolved by 91,2016-03-07 11:17:00
INC0002814,New,1,0,True,Caller 5281,Opened by  131,2016-03-05 09:47:00,Phone,Location 161,Category 45,Subcategory 200,Symptom 607,3 - Low,3 - Low,3 - Moderate,Group 57,Resolver 101,True,Resolved by 91,2016-03-07 11:17:00
INC0002814,New,0,0,True,Caller 5281,Opened by  131,2016-03-05 09:47:00,Phone,Location 161,Category 45,Subcategory 200,Symptom 607,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 101,True,Resolved by 91,2016-03-07 11:17:00
INC0002820,Closed,1,0,True,Caller 3214,Opened by  131,2016-03-05 10:10:00,Phone,Location 204,Category 45,Subcategory 200,Symptom 607,3 - Low,3 - Low,3 - Moderate,Group 55,Resolver 214,True,Resolved by 195,2016-03-15 10:47:00
INC0002820,Resolved,1,0,True,Caller 3214,Opened by  131,2016-03-05 10:10:00,Phone,Location 204,Category 45,Subcategory 200,Symptom 607,3 - Low,3 - Low,3 - Moderate,Group 55,Resolver 214,True,Resolved by 195,2016-03-15 10:47:00
INC0002820,Awaiting User Info,1,0,True,Caller 3214,Opened by  131,2016-03-05 10:10:00,Phone,Location 204,Category 45,Subcategory 200,Symptom 607,3 - Low,3 - Low,3 - Moderate,Group 55,Resolver 214,True,Resolved by 195,2016-03-15 10:47:00
INC0002820,Active,1,0,True,Caller 3214,Opened by  131,2016-03-05 10:10:00,Phone,Location 204,Category 45,Subcategory 200,Symptom 607,3 - Low,3 - Low,3 - Moderate,Group 55,Resolver 214,True,Resolved by 195,2016-03-15 10:47:00
INC0002820,New,1,0,True,Caller 3214,Opened by  131,2016-03-05 10:10:00,Phone,Location 204,Category 45,Subcategory 200,Symptom 607,3 - Low,3 - Low,3 - Moderate,Group 55,Resolver 214,True,Resolved by 195,2016-03-15 10:47:00
INC0002820,New,0,0,True,Caller 3214,Opened by  131,2016-03-05 10:10:00,Phone,Location 204,Category 45,Subcategory 200,Symptom 607,3 - Low,3 - Low,3 - Moderate,Group 70,Resolver 214,True,Resolved by 195,2016-03-15 10:47:00
INC0002823,Closed,0,0,True,Caller 3452,Opened by  131,2016-03-05 11:08:00,Phone,Location 55,Category 32,Subcategory 9,Symptom 4,3 - Low,3 - Low,3 - Moderate,Group 70,Unknown,True,Resolved by 66,Unknown
INC0002823,Resolved,0,0,True,Caller 3452,Opened by  131,2016-03-05 11:08:00,Phone,Location 55,Category 32,Subcategory 9,Symptom 4,3 - Low,3 - Low,3 - Moderate,Group 70,Unknown,True,Resolved by 66,Unknown
INC0002826,Closed,0,0,True,Caller 4599,Opened by  131,2016-03-05 11:31:00,Phone,Location 108,Category 34,Subcategory 154,Symptom 102,3 - Low,3 - Low,3 - Moderate,Group 27,Resolver 170,True,Resolved by 153,2016-03-08 14:51:00
INC0002826,Resolved,0,0,True,Caller 4599,Opened by  131,2016-03-05 11:31:00,Phone,Location 108,Category 34,Subcategory 154,Symptom 102,3 - Low,3 - Low,3 - Moderate,Group 27,Resolver 170,True,Resolved by 153,2016-03-08 14:51:00
INC0002826,Awaiting User Info,0,0,True,Caller 4599,Opened by  131,2016-03-05 11:31:00,Phone,Location 108,Category 34,Subcategory 154,Symptom 102,3 - Low,3 - Low,3 - Moderate,Group 27,Resolver 170,True,Resolved by 153,2016-03-08 14:51:00
INC0002826,Active,0,0,True,Caller 4599,Opened by  131,2016-03-05 11:31:00,Phone,Location 108,Category 34,Subcategory 154,Symptom 102,3 - Low,3 - Low,3 - Moderate,Group 27,Resolver 170,True,Resolved by 153,2016-03-08 14:51:00
INC0002826,New,0,0,True,Caller 4599,Opened by  131,2016-03-05 11:31:00,Phone,Location 108,Category 34,Subcategory 154,Symptom 102,3 - Low,3 - Low,3 - Moderate,Group 27,Resolver 170,True,Resolved by 153,2016-03-08 14:51:00
INC0002830,Closed,0,0,True,Caller 3999,Opened by  131,2016-03-05 12:01:00,Phone,Location 143,Category 43,Subcategory 105,Symptom 4,3 - Low,3 - Low,3 - Moderate,Group 70,Unknown,True,Resolved by 66,Unknown
INC0002830,Resolved,0,0,True,Caller 3999,Opened by  131,2016-03-05 12:01:00,Phone,Location 143,Category 43,Subcategory 105,Symptom 4,3 - Low,3 - Low,3 - Moderate,Group 70,Unknown,True,Resolved by 66,Unknown
INC0002858,Closed,1,0,False,Caller 3136,Opened by  402,2016-03-05 17:59:00,Phone,Location 143,Category 45,Subcategory 200,Symptom 245,2 - Medium,1 - High,2 - High,Group 57,Resolver 101,True,Resolved by 91,2016-03-09 16:16:00
INC0002858,Resolved,1,0,True,Caller 3136,Opened by  402,2016-03-05 17:59:00,Phone,Location 143,Category 45,Subcategory 200,Symptom 245,2 - Medium,1 - High,2 - High,Group 57,Resolver 101,True,Resolved by 91,2016-03-09 16:16:00
INC0002858,Active,1,0,True,Caller 3136,Opened by  402,2016-03-05 17:59:00,Phone,Location 143,Category 45,Subcategory 200,Symptom 245,2 - Medium,1 - High,2 - High,Group 57,Resolver 101,True,Resolved by 91,2016-03-09 16:16:00
INC0002858,New,1,0,True,Caller 3136,Opened by  402,2016-03-05 17:59:00,Phone,Location 143,Category 45,Subcategory 200,Symptom 245,2 - Medium,1 - High,2 - High,Group 57,Resolver 101,True,Resolved by 91,2016-03-09 16:16:00
INC0002858,New,0,0,True,Caller 3136,Opened by  402,2016-03-05 17:59:00,Phone,Location 143,Category 45,Subcategory 200,Symptom 245,2 - Medium,1 - High,2 - High,Group 70,Resolver 101,True,Resolved by 91,2016-03-09 16:16:00
INC0002877,Closed,0,0,True,Caller 1531,Opened by  20,2016-03-05 21:34:00,Phone,Location 204,Category 45,Subcategory 229,Symptom 245,3 - Low,3 - Low,3 - Moderate,Group 58,Resolver 76,True,Resolved by 69,2016-03-07 07:39:00
INC0002877,Resolved,0,0,True,Caller 1531,Opened by  20,2016-03-05 21:34:00,Phone,Location 204,Category 45,Subcategory 229,Symptom 245,3 - Low,3 - Low,3 - Moderate,Group 58,Resolver 76,True,Resolved by 69,2016-03-07 07:39:00
INC0002877,Active,0,0,True,Caller 1531,Opened by  20,2016-03-05 21:34:00,Phone,Location 204,Category 45,Subcategory 229,Symptom 245,3 - Low,3 - Low,3 - Moderate,Group 58,Resolver 76,True,Resolved by 69,2016-03-07 07:39:00
INC0002885,Active,2,0,True,Caller 2089,Opened by  8,2016-03-06 00:25:00,Phone,Location 161,Category 40,Subcategory 44,Symptom 7,1 - High,1 - High,1 - Critical,Group 70,Unknown,True,Resolved by 212,2016-03-09 09:42:00
INC0002885,Active,1,0,True,Caller 2089,Opened by  8,2016-03-06 00:25:00,Phone,Location 161,Category 40,Subcategory 44,Symptom 7,1 - High,1 - High,1 - Critical,Group 54,Unknown,True,Resolved by 212,2016-03-09 09:42:00
INC0002885,New,1,0,True,Caller 2089,Opened by  8,2016-03-06 00:25:00,Phone,Location 161,Category 40,Subcategory 44,Symptom 7,1 - High,1 - High,1 - Critical,Group 54,Unknown,True,Resolved by 212,2016-03-09 09:42:00
INC0002885,Closed,3,0,True,Caller 2089,Opened by  8,2016-03-06 00:25:00,Phone,Location 161,Category 40,Subcategory 44,Symptom 7,2 - Medium,3 - Low,3 - Moderate,Unknown,Unknown,True,Resolved by 212,2016-03-09 09:42:00
INC0002885,Resolved,3,0,True,Caller 2089,Opened by  8,2016-03-06 00:25:00,Phone,Location 161,Category 40,Subcategory 44,Symptom 7,2 - Medium,3 - Low,3 - Moderate,Unknown,Unknown,True,Resolved by 212,2016-03-09 09:42:00
INC0002885,Awaiting User Info,3,0,True,Caller 2089,Opened by  8,2016-03-06 00:25:00,Phone,Location 161,Category 40,Subcategory 44,Symptom 7,2 - Medium,3 - Low,3 - Moderate,Unknown,Unknown,True,Resolved by 212,2016-03-09 09:42:00
INC0002885,Active,3,0,True,Caller 2089,Opened by  8,2016-03-06 00:25:00,Phone,Location 161,Category 40,Subcategory 44,Symptom 7,2 - Medium,3 - Low,3 - Moderate,Unknown,Unknown,True,Resolved by 212,2016-03-09 09:42:00
INC0002885,Active,2,0,True,Caller 2089,Opened by  8,2016-03-06 00:25:00,Phone,Location 161,Category 40,Subcategory 44,Symptom 7,2 - Medium,3 - Low,3 - Moderate,Group 70,Unknown,True,Resolved by 212,2016-03-09 09:42:00
INC0002890,Closed,1,0,False,Caller 90,Opened by  8,2016-03-06 03:39:00,Phone,Location 125,Category 45,Subcategory 29,Symptom 512,2 - Medium,1 - High,2 - High,Group 53,Unknown,True,Resolved by 193,2016-03-07 11:08:00
INC0002890,Resolved,1,0,True,Caller 90,Opened by  8,2016-03-06 03:39:00,Phone,Location 125,Category 45,Subcategory 29,Symptom 512,2 - Medium,1 - High,2 - High,Group 53,Unknown,True,Resolved by 193,2016-03-07 11:08:00
INC0002890,New,1,0,True,Caller 90,Opened by  8,2016-03-06 03:39:00,Phone,Location 125,Category 45,Subcategory 29,Symptom 512,2 - Medium,1 - High,2 - High,Group 53,Unknown,True,Resolved by 193,2016-03-07 11:08:00
INC0002890,New,0,0,True,Caller 90,Opened by  8,2016-03-06 03:39:00,Phone,Location 125,Category 45,Subcategory 29,Symptom 512,2 - Medium,1 - High,2 - High,Group 55,Unknown,True,Resolved by 193,2016-03-07 11:08:00
INC0002915,Closed,2,0,False,Caller 5279,Opened by  24,2016-03-06 08:50:00,Phone,Location 143,Category 45,Subcategory 107,Symptom 469,2 - Medium,1 - High,2 - High,Group 22,Resolver 133,False,Resolved by 119,2016-03-11 16:53:00
INC0002915,Resolved,2,0,True,Caller 5279,Opened by  24,2016-03-06 08:50:00,Phone,Location 143,Category 45,Subcategory 107,Symptom 469,2 - Medium,1 - High,2 - High,Group 22,Resolver 133,False,Resolved by 119,2016-03-11 16:53:00
INC0002915,Active,2,0,True,Caller 5279,Opened by  24,2016-03-06 08:50:00,Phone,Location 143,Category 45,Subcategory 107,Symptom 469,2 - Medium,1 - High,2 - High,Group 22,Resolver 133,True,Resolved by 119,2016-03-11 16:53:00
INC0002915,Active,2,0,True,Caller 5279,Opened by  24,2016-03-06 08:50:00,Phone,Location 143,Category 45,Subcategory 150,Symptom 287,2 - Medium,1 - High,2 - High,Group 22,Resolver 133,True,Resolved by 119,2016-03-11 16:53:00
INC0002915,New,2,0,True,Caller 5279,Opened by  24,2016-03-06 08:50:00,Phone,Location 143,Category 45,Subcategory 150,Symptom 287,2 - Medium,1 - High,2 - High,Group 22,Resolver 133,True,Resolved by 119,2016-03-11 16:53:00
INC0002915,New,1,0,True,Caller 5279,Opened by  24,2016-03-06 08:50:00,Phone,Location 143,Category 45,Subcategory 150,Symptom 287,2 - Medium,1 - High,2 - High,Group 10,Resolver 133,True,Resolved by 119,2016-03-11 16:53:00
INC0003023,Closed,0,0,False,Caller 2814,Opened by  8,2016-03-07 05:13:00,Phone,Location 204,Category 55,Subcategory 170,Symptom 486,2 - Medium,1 - High,2 - High,Group 65,Resolver 2,True,Resolved by 2,2016-03-07 10:15:00
INC0003023,Resolved,0,0,True,Caller 2814,Opened by  8,2016-03-07 05:13:00,Phone,Location 204,Category 55,Subcategory 170,Symptom 486,2 - Medium,1 - High,2 - High,Group 65,Resolver 2,True,Resolved by 2,2016-03-07 10:15:00
INC0003023,Active,0,0,True,Caller 2814,Opened by  8,2016-03-07 05:13:00,Phone,Location 204,Category 55,Subcategory 170,Symptom 486,2 - Medium,1 - High,2 - High,Group 65,Resolver 2,True,Resolved by 2,2016-03-07 10:15:00
INC0003023,New,0,0,True,Caller 2814,Opened by  8,2016-03-07 05:13:00,Phone,Location 204,Category 55,Subcategory 170,Symptom 486,2 - Medium,1 - High,2 - High,Group 65,Unknown,True,Resolved by 2,2016-03-07 10:15:00
INC0003044,Closed,0,0,True,Caller 338,Opened by  131,2016-03-07 08:00:00,Phone,Location 135,Category 45,Subcategory 223,Symptom 4,3 - Low,3 - Low,3 - Moderate,Group 70,Unknown,True,Resolved by 66,2016-03-07 08:07:00
INC0003044,Resolved,0,0,True,Caller 338,Opened by  131,2016-03-07 08:00:00,Phone,Location 135,Category 45,Subcategory 223,Symptom 4,3 - Low,3 - Low,3 - Moderate,Group 70,Unknown,True,Resolved by 66,2016-03-07 08:07:00
INC0003044,New,0,0,True,Caller 338,Opened by  131,2016-03-07 08:00:00,Phone,Location 135,Category 45,Subcategory 223,Symptom 4,3 - Low,3 - Low,3 - Moderate,Group 70,Unknown,True,Resolved by 66,2016-03-07 08:07:00
INC0003048,Closed,1,0,False,Caller 338,Opened by  131,2016-03-07 08:07:00,Phone,Location 135,Category 22,Subcategory 277,Symptom 473,3 - Low,3 - Low,3 - Moderate,Group 75,Resolver 230,True,Resolved by 209,2016-05-03 10:51:00
INC0003048,Resolved,1,0,True,Caller 338,Opened by  131,2016-03-07 08:07:00,Phone,Location 135,Category 22,Subcategory 277,Symptom 473,3 - Low,3 - Low,3 - Moderate,Group 75,Resolver 230,True,Resolved by 209,2016-05-03 10:51:00
INC0003048,Awaiting User Info,1,0,True,Caller 338,Opened by  131,2016-03-07 08:07:00,Phone,Location 135,Category 22,Subcategory 277,Symptom 473,3 - Low,3 - Low,3 - Moderate,Group 75,Resolver 230,True,Resolved by 209,2016-05-03 10:51:00
INC0003048,Active,1,0,True,Caller 338,Opened by  131,2016-03-07 08:07:00,Phone,Location 135,Category 22,Subcategory 277,Symptom 473,3 - Low,3 - Low,3 - Moderate,Group 75,Unknown,True,Resolved by 209,2016-05-03 10:51:00
INC0003048,New,1,0,True,Caller 338,Opened by  131,2016-03-07 08:07:00,Phone,Location 135,Category 22,Subcategory 277,Symptom 473,3 - Low,3 - Low,3 - Moderate,Group 75,Unknown,True,Resolved by 209,2016-05-03 10:51:00
INC0003048,New,0,0,True,Caller 338,Opened by  131,2016-03-07 08:07:00,Phone,Location 135,Category 22,Subcategory 277,Symptom 473,3 - Low,3 - Low,3 - Moderate,Group 70,Unknown,True,Resolved by 209,2016-05-03 10:51:00
INC0003052,Closed,0,0,True,Caller 1517,Opened by  131,2016-03-07 08:13:00,Phone,Location 143,Category 45,Subcategory 200,Symptom 6,3 - Low,3 - Low,3 - Moderate,Group 70,Unknown,True,Resolved by 66,2016-03-07 08:19:00
INC0003052,Resolved,0,0,True,Caller 1517,Opened by  131,2016-03-07 08:13:00,Phone,Location 143,Category 45,Subcategory 200,Symptom 6,3 - Low,3 - Low,3 - Moderate,Group 70,Unknown,True,Resolved by 66,2016-03-07 08:19:00
INC0003052,New,0,0,True,Caller 1517,Opened by  131,2016-03-07 08:13:00,Phone,Location 143,Category 45,Subcategory 200,Symptom 6,3 - Low,3 - Low,3 - Moderate,Group 70,Unknown,True,Resolved by 66,2016-03-07 08:19:00
INC0003057,Closed,2,0,True,Caller 1231,Opened by  131,2016-03-07 08:19:00,Phone,Location 210,Category 23,Subcategory 75,Symptom 4,3 - Low,3 - Low,3 - Moderate,Group 70,Unknown,True,Resolved by 103,2016-03-10 14:00:00
